user_id,recommendations
3848034 ,"[(17701, 4.943680984493021), (16526, 4.936429655143162), (14939, 4.924644032905496), (21174, 4.90904629828035), (21015, 4.900369216429034), (22304, 4.899317889469261), (24421, 4.8943232719113325), (21052, 4.888248663561921), (18027, 4.8861915025529195), (22967, 4.883355392507018), (9959, 4.878548359550309), (21601, 4.876878491015168), (13838, 4.87526384493972), (24768, 4.873851599318374), (10477, 4.873499037701647), (21412, 4.872098413915563), (9184, 4.866487134483771), (25642, 4.865977969875016), (20476, 4.864649762533747), (22911, 4.863726824428375)]"
1910838 ,"[(17701, 4.8339579059702755), (16526, 4.826706576620417), (21174, 4.799323219757604), (21015, 4.79064613790629), (22304, 4.789594810946515), (24421, 4.784600193388587), (21052, 4.7785255850391755), (18027, 4.776468424030174), (22967, 4.7736323139842725), (9959, 4.7688252810275635), (21601, 4.767155412492422), (13838, 4.765540766416975), (24768, 4.764128520795628), (21412, 4.762375335392818), (9184, 4.756764055961026), (25642, 4.75625489135227), (20476, 4.754926684011002), (22911, 4.75400374590563), (7364, 4.7535753209423355), (16794, 4.750912070384021)]"
2217912 ,"[(17701, 4.904246884446873), (16526, 4.896995555097014), (14939, 4.885209932859348), (21174, 4.8696121982342015), (21015, 4.860935116382887), (22304, 4.859883789423113), (24421, 4.854889171865184), (21052, 4.848814563515773), (18027, 4.846757402506771), (22967, 4.84392129246087), (9959, 4.839114259504161), (21601, 4.8374443909690195), (13838, 4.835829744893572), (24768, 4.8344174992722255), (10477, 4.834064937655499), (21412, 4.832664313869415), (9184, 4.827053034437623), (25642, 4.826543869828868), (20476, 4.825215662487599), (22911, 4.824292724382227)]"
1539130 ,"[(17701, 4.728621060666681), (16526, 4.721369731316822), (14939, 4.709584109079156), (21015, 4.685309292602694), (22304, 4.684257965642921), (24421, 4.679263348084993), (21052, 4.673188739735581), (18027, 4.6711315787265795), (22967, 4.668295468680678), (9959, 4.663488435723969), (21601, 4.661818567188828), (13838, 4.66020392111338), (24768, 4.658791675492034), (10477, 4.658439113875307), (21412, 4.657038490089223), (9184, 4.651427210657431), (25642, 4.650918046048676), (20476, 4.649589838707407), (22911, 4.648666900602035), (7364, 4.648238475638741)]"
1913195 ,"[(17701, 4.954354987626372), (16526, 4.9471036582765135), (14939, 4.935318036038847), (21174, 4.919720301413701), (21015, 4.911043219562385), (22304, 4.909991892602612), (24421, 4.904997275044684), (21052, 4.898922666695272), (18027, 4.896865505686271), (22967, 4.894029395640369), (9959, 4.88922236268366), (21601, 4.887552494148519), (24768, 4.884525602451725), (10477, 4.884173040834998), (21412, 4.882772417048915), (9184, 4.877161137617122), (25642, 4.876651973008367), (20476, 4.8753237656670985), (22911, 4.874400827561726), (7364, 4.873972402598432)]"
1296918 ,"[(9959, 5), (25642, 5), (7402, 5), (24952, 5), (21601, 5), (24768, 5), (10477, 5), (21174, 5), (20476, 5), (14939, 5), (17701, 5), (9454, 5), (13838, 5), (9184, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (13731, 5), (21052, 5)]"
3651623 ,"[(17691, 5), (9959, 5), (26819, 5), (16664, 5), (24087, 5), (11646, 5), (11331, 5), (24340, 5), (25502, 5), (25642, 5), (23591, 5), (16570, 5), (10687, 5), (17407, 5), (9857, 5), (25911, 5), (7304, 5), (24720, 5), (26391, 5), (25895, 5)]"
642332  ,"[(17701, 4.871603650650219), (16526, 4.864352321300361), (14939, 4.852566699062694), (21174, 4.836968964437548), (21015, 4.8282918825862335), (22304, 4.827240555626459), (24421, 4.822245938068531), (21052, 4.816171329719119), (18027, 4.814114168710118), (22967, 4.811278058664216), (9959, 4.806471025707507), (21601, 4.804801157172366), (13838, 4.803186511096919), (24768, 4.801774265475572), (21412, 4.800021080072762), (9184, 4.794409800640969), (25642, 4.793900636032214), (20476, 4.792572428690946), (22911, 4.7916494905855735), (7364, 4.791221065622279)]"
595916  ,"[(17701, 4.92925241207867), (14939, 4.910215460491145), (22304, 4.88488931705491), (24421, 4.879894699496981), (21052, 4.87382009114757), (18027, 4.871762930138568), (22967, 4.868926820092667), (13838, 4.860835272525369), (24768, 4.859423026904023), (10477, 4.859070465287296), (21412, 4.857669841501212), (9184, 4.85205856206942), (25642, 4.851549397460665), (20476, 4.850221190119396), (22911, 4.849298252014024), (7364, 4.84886982705073), (16794, 4.846206576492415), (24952, 4.842612621590064), (7402, 4.8410454485095125), (8236, 4.840823781857605)]"
2582771 ,"[(17701, 4.63617750990583), (16526, 4.628926180555972), (14939, 4.617140558318305), (21174, 4.601542823693159), (21015, 4.592865741841845), (22304, 4.59181441488207), (24421, 4.586819797324142), (21052, 4.58074518897473), (18027, 4.578688027965729), (22967, 4.575851917919827), (9959, 4.5710448849631184), (21601, 4.569375016427977), (13838, 4.56776037035253), (24768, 4.566348124731183), (10477, 4.565995563114456), (21412, 4.564594939328373), (9184, 4.5589836598965805), (25642, 4.558474495287825), (20476, 4.557146287946557), (22911, 4.556223349841185)]"
2020234 ,"[(14939, 5), (17701, 5), (16526, 5), (21174, 4.9887526733108905), (21015, 4.980075591459576), (22304, 4.9790242644998015), (24421, 4.974029646941873), (21052, 4.967955038592462), (18027, 4.96589787758346), (22967, 4.963061767537559), (9959, 4.95825473458085), (21601, 4.956584866045708), (24768, 4.953557974348914), (10477, 4.953205412732188), (21412, 4.951804788946104), (9184, 4.946193509514312), (25642, 4.9456843449055565), (20476, 4.944356137564288), (22911, 4.943433199458916), (7364, 4.943004774495622)]"
2419700 ,"[(17701, 5), (16526, 5), (14939, 4.991347327066503), (21174, 4.975749592441357), (21015, 4.967072510590041), (22304, 4.966021183630268), (24421, 4.96102656607234), (21052, 4.954951957722928), (18027, 4.9528947967139265), (22967, 4.950058686668025), (9959, 4.945251653711316), (21601, 4.943581785176175), (13838, 4.941967139100727), (24768, 4.940554893479381), (10477, 4.940202331862654), (21412, 4.9388017080765705), (9184, 4.933190428644778), (25642, 4.932681264036023), (20476, 4.931353056694754), (22911, 4.930430118589382)]"
819317  ,"[(17701, 4.595572372283441), (16526, 4.588321042933583), (14939, 4.576535420695916), (21174, 4.56093768607077), (21015, 4.552260604219455), (22304, 4.551209277259681), (24421, 4.546214659701753), (21052, 4.540140051352341), (18027, 4.53808289034334), (22967, 4.535246780297438), (9959, 4.530439747340729), (21601, 4.528769878805588), (13838, 4.5271552327301405), (10477, 4.525390425492067), (21412, 4.523989801705984), (9184, 4.518378522274191), (25642, 4.517869357665436), (20476, 4.5165411503241675), (22911, 4.515618212218795), (7364, 4.515189787255501)]"
51226   ,"[(17701, 4.900293604693849), (16526, 4.893042275343991), (14939, 4.881256653106324), (21174, 4.865658918481178), (21015, 4.856981836629863), (22304, 4.855930509670089), (24421, 4.850935892112161), (21052, 4.844861283762749), (18027, 4.842804122753748), (22967, 4.839968012707846), (9959, 4.835160979751137), (21601, 4.833491111215996), (13838, 4.831876465140549), (24768, 4.830464219519202), (10477, 4.830111657902475), (21412, 4.828711034116392), (9184, 4.823099754684599), (25642, 4.822590590075844), (20476, 4.8212623827345755), (22911, 4.820339444629203)]"
3447961 ,"[(17701, 4.570147271147516), (16526, 4.562895941797658), (14939, 4.551110319559991), (21174, 4.535512584934845), (21015, 4.5268355030835306), (22304, 4.525784176123756), (24421, 4.520789558565828), (21052, 4.514714950216416), (18027, 4.512657789207415), (22967, 4.509821679161513), (9959, 4.505014646204804), (21601, 4.503344777669663), (13838, 4.501730131594216), (24768, 4.500317885972869), (10477, 4.499965324356142), (21412, 4.498564700570059), (9184, 4.4929534211382665), (25642, 4.492444256529511), (20476, 4.491116049188243), (22911, 4.490193111082871)]"
2160921 ,"[(17701, 4.78745652486244), (16526, 4.780205195512582), (21174, 4.752821838649769), (21015, 4.744144756798454), (22304, 4.74309342983868), (24421, 4.738098812280752), (21052, 4.73202420393134), (18027, 4.729967042922339), (22967, 4.727130932876437), (9959, 4.722323899919728), (21601, 4.720654031384587), (13838, 4.71903938530914), (24768, 4.717627139687793), (10477, 4.717274578071066), (21412, 4.715873954284983), (9184, 4.71026267485319), (25642, 4.709753510244435), (20476, 4.708425302903167), (22911, 4.7075023647977945), (7364, 4.7070739398345)]"
143665  ,"[(17691, 5), (9959, 5), (26819, 5), (16664, 5), (24087, 5), (11331, 5), (24340, 5), (25502, 5), (25642, 5), (8669, 5), (16570, 5), (16098, 5), (17407, 5), (14231, 5), (9300, 5), (8818, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5)]"
1744615 ,"[(21601, 5), (24768, 5), (10477, 5), (21174, 5), (14939, 5), (17701, 5), (13838, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (21412, 4.999667889663162), (9184, 4.99405661023137), (25642, 4.993547445622615), (20476, 4.992219238281346), (22911, 4.991296300175974), (7364, 4.99086787521268)]"
2881231 ,"[(17701, 4.870646580296931), (16526, 4.863395250947073), (21174, 4.83601189408426), (21015, 4.8273348122329445), (22304, 4.826283485273171), (24421, 4.821288867715243), (21052, 4.815214259365831), (18027, 4.81315709835683), (22967, 4.810320988310928), (9959, 4.805513955354219), (21601, 4.803844086819078), (13838, 4.802229440743631), (24768, 4.800817195122284), (21412, 4.799064009719474), (9184, 4.793452730287681), (25642, 4.792943565678926), (20476, 4.7916153583376575), (22911, 4.790692420232285), (7364, 4.790263995268991), (16794, 4.7876007447106765)]"
1289266 ,"[(17701, 4.8310094113789095), (16526, 4.823758082029051), (14939, 4.811972459791384), (21174, 4.796374725166238), (21015, 4.787697643314923), (22304, 4.786646316355149), (24421, 4.781651698797221), (21052, 4.775577090447809), (18027, 4.773519929438808), (22967, 4.770683819392906), (9959, 4.7658767864361975), (21601, 4.764206917901056), (13838, 4.762592271825609), (24768, 4.761180026204262), (10477, 4.7608274645875355), (21412, 4.759426840801452), (9184, 4.7538155613696595), (25642, 4.753306396760904), (20476, 4.751978189419636), (22911, 4.751055251314264)]"
8799    ,"[(17691, 5), (9999, 5), (9959, 5), (26819, 5), (16664, 5), (24087, 5), (11331, 5), (24340, 5), (25502, 5), (25642, 5), (23591, 5), (8669, 5), (16570, 5), (16098, 5), (17407, 5), (9857, 5), (24720, 5), (14231, 5), (9300, 5), (8818, 5)]"
6623373 ,"[(17701, 4.642586779515471), (16526, 4.635335450165613), (21174, 4.6079520933028), (21015, 4.5992750114514855), (22304, 4.598223684491711), (24421, 4.593229066933783), (21052, 4.587154458584371), (18027, 4.58509729757537), (22967, 4.582261187529468), (9959, 4.577454154572759), (21601, 4.575784286037618), (13838, 4.574169639962171), (24768, 4.572757394340824), (10477, 4.572404832724097), (21412, 4.571004208938014), (9184, 4.565392929506221), (25642, 4.564883764897466), (20476, 4.563555557556198), (22911, 4.5626326194508255), (7364, 4.562204194487531)]"
1547184 ,"[(17701, 4.8537370856764745), (16526, 4.846485756326616), (14939, 4.8347001340889495), (21174, 4.819102399463803), (21015, 4.810425317612488), (22304, 4.809373990652714), (24421, 4.804379373094786), (21052, 4.7983047647453745), (18027, 4.796247603736373), (22967, 4.7934114936904715), (9959, 4.788604460733763), (21601, 4.786934592198621), (13838, 4.785319946123174), (24768, 4.783907700501827), (10477, 4.7835551388851005), (21412, 4.782154515099017), (9184, 4.776543235667225), (25642, 4.776034071058469), (20476, 4.774705863717201), (22911, 4.773782925611829)]"
2733057 ,"[(17701, 4.954516247527637), (16526, 4.947264918177779), (14939, 4.935479295940112), (21174, 4.919881561314966), (21015, 4.911204479463651), (22304, 4.910153152503877), (24421, 4.905158534945949), (21052, 4.899083926596537), (18027, 4.897026765587536), (22967, 4.894190655541634), (9959, 4.889383622584925), (21601, 4.887713754049784), (13838, 4.886099107974337), (24768, 4.88468686235299), (10477, 4.884334300736263), (21412, 4.88293367695018), (9184, 4.8773223975183875), (25642, 4.876813232909632), (20476, 4.875485025568364), (22911, 4.874562087462992)]"
2723251 ,"[(17701, 4.711905809931358), (16526, 4.7046544805815), (14939, 4.692868858343833), (21174, 4.677271123718687), (21015, 4.668594041867372), (22304, 4.667542714907598), (24421, 4.66254809734967), (21052, 4.656473489000258), (18027, 4.654416327991257), (22967, 4.651580217945355), (9959, 4.646773184988646), (21601, 4.645103316453505), (13838, 4.643488670378058), (24768, 4.642076424756711), (10477, 4.641723863139984), (21412, 4.640323239353901), (9184, 4.634711959922108), (25642, 4.634202795313353), (20476, 4.6328745879720845), (22911, 4.631951649866712)]"
747232  ,"[(9959, 5), (16664, 5), (24340, 5), (25502, 5), (25642, 5), (16570, 5), (16098, 5), (17407, 5), (14231, 5), (9300, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (10477, 5), (11423, 5), (17652, 5), (24705, 5)]"
3469461 ,"[(17701, 4.707008886035893), (16526, 4.699757556686034), (14939, 4.687971934448368), (21174, 4.6723741998232216), (21015, 4.663697117971907), (22304, 4.662645791012133), (24421, 4.657651173454204), (21052, 4.651576565104793), (18027, 4.649519404095791), (22967, 4.64668329404989), (9959, 4.641876261093181), (21601, 4.6402063925580395), (13838, 4.638591746482592), (24768, 4.6371795008612455), (10477, 4.636826939244519), (21412, 4.635426315458435), (9184, 4.629815036026643), (25642, 4.629305871417888), (20476, 4.627977664076619), (22911, 4.627054725971247)]"
823755  ,"[(17701, 4.906931400013497), (16526, 4.8996800706636385), (14939, 4.887894448425972), (21174, 4.872296713800826), (21015, 4.863619631949511), (22304, 4.862568304989737), (24421, 4.857573687431809), (21052, 4.851499079082397), (18027, 4.849441918073396), (22967, 4.846605808027494), (9959, 4.841798775070785), (21601, 4.840128906535644), (13838, 4.8385142604601965), (24768, 4.83710201483885), (10477, 4.836749453222123), (21412, 4.83534882943604), (9184, 4.829737550004247), (25642, 4.829228385395492), (20476, 4.8279001780542234), (22911, 4.826977239948851)]"
52769   ,"[(17701, 4.886269884871343), (16526, 4.879018555521484), (14939, 4.867232933283818), (21174, 4.851635198658672), (21015, 4.842958116807356), (22304, 4.841906789847583), (24421, 4.836912172289654), (21052, 4.830837563940243), (18027, 4.828780402931241), (22967, 4.82594429288534), (9959, 4.821137259928631), (21601, 4.81946739139349), (13838, 4.817852745318042), (24768, 4.816440499696696), (10477, 4.816087938079969), (21412, 4.814687314293885), (9184, 4.809076034862093), (25642, 4.808566870253338), (20476, 4.807238662912069), (22911, 4.806315724806697)]"
1083948 ,"[(17701, 4.2347131757151475), (16526, 4.227461846365289), (14939, 4.215676224127622), (21174, 4.200078489502476), (21015, 4.191401407651162), (22304, 4.190350080691387), (24421, 4.185355463133459), (21052, 4.179280854784047), (18027, 4.177223693775046), (22967, 4.174387583729144), (9959, 4.1695805507724355), (21601, 4.167910682237294), (13838, 4.166296036161847), (24768, 4.1648837905405), (21412, 4.16313060513769), (9184, 4.1575193257058976), (25642, 4.157010161097142), (20476, 4.155681953755874), (22911, 4.154759015650502), (7364, 4.1543305906872074)]"
700354  ,"[(17691, 5), (9959, 5), (16664, 5), (24087, 5), (24340, 5), (25502, 5), (25642, 5), (8669, 5), (16570, 5), (17407, 5), (14231, 5), (9300, 5), (8818, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (16409, 5)]"
590890  ,"[(17701, 4.814133714154248), (16526, 4.806882384804389), (14939, 4.795096762566723), (21174, 4.7794990279415765), (21015, 4.770821946090262), (22304, 4.769770619130488), (24421, 4.764776001572559), (21052, 4.758701393223148), (18027, 4.756644232214146), (9959, 4.749001089211536), (21601, 4.7473312206763945), (13838, 4.745716574600947), (24768, 4.7443043289796005), (10477, 4.743951767362874), (21412, 4.74255114357679), (9184, 4.736939864144998), (25642, 4.736430699536243), (20476, 4.735102492194974), (22911, 4.734179554089602), (7364, 4.733751129126308)]"
7593060 ,"[(17701, 3.8830744295970714), (16526, 3.8758231002472128), (14939, 3.8640374780095463), (21174, 3.8484397433844), (21015, 3.8397626615330847), (22304, 3.8387113345733113), (24421, 3.833716717015383), (21052, 3.8276421086659713), (18027, 3.82558494765697), (22967, 3.8227488376110683), (9959, 3.8179418046543594), (21601, 3.816271936119218), (13838, 3.8146572900437707), (24768, 3.813245044422424), (10477, 3.8128924828056974), (21412, 3.811491859019614), (9184, 3.8058805795878214), (22911, 3.8031202695324255), (7364, 3.8026918445691313), (16794, 3.8000285940108167)]"
696903  ,"[(17701, 4.63051531669532), (16526, 4.623263987345461), (14939, 4.611478365107795), (21174, 4.5958806304826485), (21015, 4.587203548631333), (22304, 4.58615222167156), (24421, 4.581157604113631), (21052, 4.57508299576422), (18027, 4.573025834755218), (22967, 4.570189724709317), (9959, 4.565382691752608), (21601, 4.563712823217466), (13838, 4.562098177142019), (24768, 4.5606859315206725), (10477, 4.560333369903946), (21412, 4.558932746117862), (9184, 4.55332146668607), (25642, 4.552812302077315), (20476, 4.551484094736046), (22911, 4.550561156630674)]"
2658334 ,"[(17701, 4.847544972508642), (16526, 4.840293643158783), (14939, 4.828508020921117), (21174, 4.8129102862959705), (21015, 4.804233204444655), (22304, 4.803181877484882), (24421, 4.798187259926953), (21052, 4.792112651577542), (18027, 4.79005549056854), (22967, 4.787219380522639), (9959, 4.78241234756593), (21601, 4.780742479030788), (13838, 4.779127832955341), (24768, 4.7777155873339945), (10477, 4.777363025717268), (21412, 4.775962401931184), (9184, 4.770351122499392), (25642, 4.769841957890637), (20476, 4.768513750549368), (22911, 4.767590812443996)]"
669958  ,"[(17701, 4.358736692006583), (16526, 4.3514853626567245), (14939, 4.339699740419058), (21174, 4.324102005793912), (21015, 4.315424923942597), (22304, 4.314373596982823), (24421, 4.309378979424895), (21052, 4.303304371075483), (18027, 4.301247210066482), (22967, 4.29841110002058), (9959, 4.293604067063871), (21601, 4.29193419852873), (13838, 4.2903195524532824), (24768, 4.288907306831936), (10477, 4.288554745215209), (21412, 4.2871541214291256), (9184, 4.281542841997333), (25642, 4.281033677388578), (20476, 4.279705470047309), (22911, 4.278782531941937)]"
273071  ,"[(17701, 4.8998084367606545), (16526, 4.892557107410796), (14939, 4.880771485173129), (21174, 4.865173750547983), (21015, 4.856496668696668), (22304, 4.855445341736894), (24421, 4.850450724178966), (21052, 4.844376115829554), (18027, 4.842318954820553), (22967, 4.839482844774651), (9959, 4.8346758118179425), (21601, 4.833005943282801), (13838, 4.831391297207354), (24768, 4.829979051586007), (10477, 4.8296264899692805), (21412, 4.828225866183197), (9184, 4.8226145867514045), (25642, 4.822105422142649), (20476, 4.820777214801381), (22911, 4.819854276696009)]"
2527760 ,"[(21174, 5), (14939, 5), (17701, 5), (16526, 5), (22304, 5), (21015, 5), (24421, 4.996020327402856), (21052, 4.989945719053444), (18027, 4.9878885580444425), (22967, 4.985052447998541), (9959, 4.980245415041832), (21601, 4.978575546506691), (13838, 4.976960900431243), (24768, 4.975548654809897), (10477, 4.97519609319317), (21412, 4.9737954694070865), (9184, 4.968184189975294), (25642, 4.967675025366539), (20476, 4.96634681802527), (22911, 4.965423879919898)]"
539302  ,"[(21174, 5), (14939, 5), (17701, 5), (16526, 5), (21015, 4.993312737582597), (22304, 4.992261410622823), (24421, 4.987266793064895), (21052, 4.981192184715483), (18027, 4.9791350237064815), (22967, 4.97629891366058), (9959, 4.971491880703871), (21601, 4.96982201216873), (13838, 4.968207366093282), (24768, 4.966795120471936), (10477, 4.966442558855209), (21412, 4.9650419350691255), (9184, 4.959430655637333), (25642, 4.958921491028578), (20476, 4.957593283687309), (22911, 4.956670345581937)]"
1222558 ,"[(17701, 5), (16526, 5), (14939, 4.9882905750385795), (21174, 4.972692840413433), (21015, 4.964015758562118), (22304, 4.9629644316023445), (24421, 4.957969814044416), (21052, 4.9518952056950045), (18027, 4.949838044686003), (22967, 4.9470019346401015), (9959, 4.942194901683393), (21601, 4.940525033148251), (13838, 4.938910387072804), (24768, 4.937498141451457), (10477, 4.937145579834731), (21412, 4.935744956048647), (9184, 4.930133676616855), (25642, 4.9296245120080995), (20476, 4.928296304666831), (22911, 4.927373366561459)]"
2503869 ,"[(9959, 5), (16664, 5), (24340, 5), (25502, 5), (25642, 5), (16570, 5), (16098, 5), (17407, 5), (14231, 5), (9300, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (10477, 5), (11423, 5), (17652, 5), (24705, 5), (21174, 5)]"
387977  ,"[(17701, 4.96190746510259), (16526, 4.954656135752732), (14939, 4.942870513515065), (21174, 4.927272778889919), (21015, 4.918595697038604), (22304, 4.91754437007883), (24421, 4.912549752520902), (21052, 4.90647514417149), (18027, 4.904417983162489), (22967, 4.901581873116587), (9959, 4.896774840159878), (21601, 4.895104971624737), (13838, 4.89349032554929), (24768, 4.892078079927943), (10477, 4.891725518311216), (21412, 4.890324894525133), (9184, 4.88471361509334), (25642, 4.884204450484585), (20476, 4.882876243143317), (22911, 4.8819533050379444)]"
615738  ,"[(17701, 4.808226270151641), (16526, 4.800974940801782), (14939, 4.789189318564116), (21174, 4.77359158393897), (21015, 4.764914502087654), (22304, 4.763863175127881), (24421, 4.7588685575699525), (21052, 4.752793949220541), (18027, 4.750736788211539), (22967, 4.747900678165638), (9959, 4.743093645208929), (21601, 4.741423776673788), (13838, 4.73980913059834), (24768, 4.738396884976994), (10477, 4.738044323360267), (21412, 4.736643699574183), (9184, 4.731032420142391), (25642, 4.730523255533636), (20476, 4.729195048192367), (22911, 4.728272110086995)]"
1259906 ,"[(17701, 4.844071384720038), (16526, 4.836820055370179), (14939, 4.825034433132513), (21174, 4.809436698507366), (21015, 4.800759616656052), (22304, 4.7997082896962775), (24421, 4.794713672138349), (21052, 4.7886390637889376), (18027, 4.786581902779936), (22967, 4.7837457927340346), (9959, 4.778938759777326), (21601, 4.777268891242184), (24768, 4.77424199954539), (10477, 4.773889437928664), (21412, 4.77248881414258), (9184, 4.766877534710788), (25642, 4.7663683701020325), (20476, 4.765040162760764), (22911, 4.764117224655392), (7364, 4.763688799692098)]"
1207431 ,"[(9959, 5), (21601, 5), (21174, 5), (14939, 5), (17701, 5), (13838, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (24768, 4.999569682180017), (10477, 4.99921712056329), (21412, 4.997816496777206), (9184, 4.992205217345414), (25642, 4.991696052736659), (20476, 4.99036784539539), (22911, 4.989444907290018)]"
687284  ,"[(17701, 4.5002231786494615), (16526, 4.492971849299603), (21174, 4.46558849243679), (21015, 4.456911410585475), (22304, 4.455860083625701), (24421, 4.450865466067773), (21052, 4.4447908577183615), (18027, 4.44273369670936), (22967, 4.4398975866634585), (9959, 4.4350905537067495), (21601, 4.433420685171608), (13838, 4.431806039096161), (24768, 4.430393793474814), (10477, 4.4300412318580875), (21412, 4.428640608072004), (9184, 4.423029328640212), (25642, 4.422520164031456), (20476, 4.421191956690188), (22911, 4.420269018584816), (7364, 4.4198405936215215)]"
3491717 ,"[(17701, 5), (16526, 5), (14939, 4.994198283316654), (21174, 4.9786005486915075), (21015, 4.969923466840193), (22304, 4.9688721398804185), (24421, 4.96387752232249), (21052, 4.957802913973079), (18027, 4.955745752964077), (22967, 4.952909642918176), (9959, 4.948102609961467), (21601, 4.946432741426325), (13838, 4.944818095350878), (24768, 4.9434058497295315), (10477, 4.943053288112805), (21412, 4.941652664326721), (9184, 4.936041384894929), (25642, 4.9355322202861736), (20476, 4.934204012944905), (22911, 4.933281074839533)]"
163293  ,"[(17701, 4.086301680141079), (16526, 4.079050350791221), (14939, 4.067264728553554), (21174, 4.051666993928408), (22304, 4.041938585117319), (24421, 4.036943967559391), (18027, 4.028812198200978), (22967, 4.025976088155076), (21601, 4.019499186663226), (13838, 4.0178845405877786), (10477, 4.016119733349705), (21412, 4.014719109563622), (9184, 4.009107830131829), (25642, 4.008598665523074), (20476, 4.0072704581818055), (22911, 4.006347520076433), (7364, 4.005919095113139), (16794, 4.0032558445548245), (24952, 3.999661889652473), (7402, 3.998094716571922)]"
457217  ,"[(17701, 4.683587152627301), (16526, 4.676335823277443), (14939, 4.664550201039776), (21174, 4.64895246641463), (21015, 4.640275384563315), (22304, 4.639224057603541), (24421, 4.634229440045613), (21052, 4.628154831696201), (18027, 4.6260976706872), (22967, 4.623261560641298), (9959, 4.618454527684589), (21601, 4.616784659149448), (13838, 4.6151700130740005), (24768, 4.613757767452654), (10477, 4.613405205835927), (21412, 4.612004582049844), (9184, 4.606393302618051), (25642, 4.605884138009296), (20476, 4.6045559306680275), (22911, 4.603632992562655)]"
1128921 ,"[(17691, 5), (9999, 5), (9959, 5), (26819, 5), (16664, 5), (24087, 5), (11331, 5), (24340, 5), (25642, 5), (23591, 5), (8669, 5), (16570, 5), (16098, 5), (17407, 5), (9857, 5), (7304, 5), (24720, 5), (25895, 5), (14231, 5), (9300, 5)]"
5068637 ,"[(17701, 4.6986015952170606), (16526, 4.691350265867202), (14939, 4.6795646436295355), (21174, 4.663966909004389), (21015, 4.655289827153075), (22304, 4.6542385001933), (24421, 4.649243882635372), (21052, 4.6431692742859605), (18027, 4.641112113276959), (22967, 4.6382760032310575), (9959, 4.633468970274349), (21601, 4.631799101739207), (13838, 4.63018445566376), (24768, 4.628772210042413), (10477, 4.6284196484256865), (21412, 4.627019024639603), (9184, 4.621407745207811), (25642, 4.6208985805990554), (20476, 4.619570373257787), (22911, 4.618647435152415)]"
705795  ,"[(17701, 4.9933576007585705), (16526, 4.986106271408712), (14939, 4.974320649171045), (21174, 4.958722914545899), (21015, 4.950045832694585), (22304, 4.94899450573481), (24421, 4.943999888176882), (21052, 4.93792527982747), (18027, 4.935868118818469), (22967, 4.933032008772567), (9959, 4.9282249758158585), (21601, 4.926555107280717), (13838, 4.92494046120527), (24768, 4.923528215583923), (10477, 4.9231756539671965), (21412, 4.921775030181113), (9184, 4.9161637507493205), (25642, 4.915654586140565), (20476, 4.914326378799297), (22911, 4.913403440693925)]"
942540  ,"[(9959, 5), (16664, 5), (25502, 5), (25642, 5), (17407, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (10477, 5), (11423, 5), (17652, 5), (24705, 5), (21174, 5), (20476, 5), (14939, 5), (17701, 5), (13464, 5)]"
1592027 ,"[(9959, 5), (21601, 5), (21174, 5), (14939, 5), (17701, 5), (13838, 5), (18027, 5), (16526, 5), (22304, 5), (21015, 5), (21052, 5), (24421, 5), (22967, 5), (10477, 4.998251383795019), (21412, 4.996850760008935), (9184, 4.991239480577143), (25642, 4.990730315968388), (20476, 4.989402108627119), (22911, 4.988479170521747), (7364, 4.988050745558453)]"
2162720 ,"[(17701, 4.971352034394369), (16526, 4.96410070504451), (14939, 4.952315082806844), (21174, 4.9367173481816975), (21015, 4.928040266330383), (22304, 4.9269889393706086), (24421, 4.92199432181268), (21052, 4.915919713463269), (18027, 4.913862552454267), (22967, 4.911026442408366), (21601, 4.904549540916515), (13838, 4.902934894841068), (24768, 4.9015226492197215), (10477, 4.901170087602995), (21412, 4.899769463816911), (9184, 4.894158184385119), (25642, 4.893649019776364), (20476, 4.892320812435095), (22911, 4.891397874329723), (7364, 4.890969449366429)]"
862474  ,"[(17701, 5), (16526, 4.99738022797318), (14939, 4.985594605735513), (21174, 4.969996871110367), (21015, 4.961319789259052), (22304, 4.960268462299278), (24421, 4.95527384474135), (21052, 4.949199236391938), (18027, 4.947142075382937), (22967, 4.944305965337035), (9959, 4.939498932380326), (21601, 4.937829063845185), (13838, 4.936214417769738), (24768, 4.934802172148391), (10477, 4.934449610531664), (21412, 4.933048986745581), (9184, 4.927437707313788), (25642, 4.926928542705033), (20476, 4.9256003353637645), (22911, 4.924677397258392)]"
2345568 ,"[(9959, 5), (26819, 5), (16664, 5), (24340, 5), (25502, 5), (25642, 5), (16570, 5), (16098, 5), (17407, 5), (14231, 5), (9300, 5), (7402, 5), (24952, 5), (21601, 5), (24494, 5), (24768, 5), (21712, 5), (16409, 5), (10477, 5), (17652, 5)]"
